Training | Reason: possible_proper_noun | Context: Training zur Prüfung Goethe-Zertifikat...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Gäste | Reason: possible_proper_noun | Context: aus Darmstadt Beide Gäste Guten Abend Hallo...
Studio | Reason: possible_proper_noun | Context: begrüße ich im Studio Herrn Reinhard K...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Regine | Reason: possible_proper_noun | Context: im Studio Frau Regine Menzel Dozentin für...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Dozentin | Reason: possible_proper_noun | Context: Frau Diana Witte Dozentin für Artenkunde an...
Städtebau | Reason: possible_proper_noun | Context: Menzel Dozentin für Städtebau an der Freien...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Univer | Reason: possible_proper_noun | Context: an der Freien Univer sität Berlin und...
Berlin | Reason: possible_proper_noun | Context: der Freien Universität Berlin Beide Gäste Hallo...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Max | Reason: possible_proper_noun | Context: Berlin und Herr Max Rohde Architekt und...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
Architekt | Reason: possible_proper_noun | Context: Herr Max Rohde Architekt und Umweltplaner aus...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Umweltplaner | Reason: possible_proper_noun | Context: Rohde Architekt und Umweltplaner aus Hannover Beide...
Hannover | Reason: possible_proper_noun | Context: und Umweltplaner aus Hannover Beide Gäste Hallo...
Gäste | Reason: possible_proper_noun | Context: aus Darmstadt Beide Gäste Guten Abend Hallo...
Hallo | Reason: stop_word | Context: Gäste Guten Abend Hallo Moderator Herr Böck...
Abend | Reason: possible_proper_noun | Context: HÖRTEXT Moderator Guten Abend liebe Hörerinnen und...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Aspekte | Reason: possible_proper_noun | Context: sondern auch positive Aspekte zu berücksichti gen...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Epigrammatisch | Reason: possible_proper_noun | Context: fühlt Frau Menzel Epigrammatisch könnte ich antworten...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
Eine | Reason: stop_word | Context: Arbeit im Mittelpunkt Eine sinnvolle Arbeitskul tur...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
wenn | Reason: stop_word | Context: machen Moderatorin Und wenn dabei über Verbesserungsmöglichkeiten...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
Lebenswerte | Reason: possible_proper_noun | Context: Maß respektiert wird Lebenswerte Städte sind solche...
Städte | Reason: possible_proper_noun | Context: respektiert wird Lebenswerte Städte sind solche in...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Freiräumen | Reason: possible_proper_noun | Context: die Aufenthaltsqualität mit Freiräumen steigt wo man...
kann | Reason: stop_word | Context: Sprenger Das Managen kann man lernen Das...
Räumen | Reason: possible_proper_noun | Context: kann mit nicht-kommerziellen Räumen also deren Funktion...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Sie | Reason: stop_word | Context: Autoren vor die Sie in deutscher Über...
Städte | Reason: possible_proper_noun | Context: respektiert wird Lebenswerte Städte sind solche in...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Unordentlichkeit | Reason: possible_proper_noun | Context: Frau Menzel Mit Unordentlichkeit meine ich dass...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
Regeln | Reason: possible_proper_noun | Context: heute beschreiben welche Regeln für die Produktwerbung...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Normen | Reason: possible_proper_noun | Context: dass Regeln und Normen ständig überdacht werden...
Die | Reason: stop_word | Context: Ausgabe unseres Podcasts Die Roman-Ecke Heute stellen...
Gesellschaft | Reason: possible_proper_noun | Context: einer unterprivilegier ten Gesellschaft schlicht dazu bringt...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
Prinzipien | Reason: possible_proper_noun | Context: sich durch drei Prinzipien aus Erstens soll...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
sie | Reason: stop_word | Context: egla wie man sie dreht und wendet...
muss | Reason: stop_word | Context: verstehen möchte der muss dieses brisante hoch...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Aspekte | Reason: possible_proper_noun | Context: sondern auch positive Aspekte zu berücksichti gen...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
Sie | Reason: stop_word | Context: Autoren vor die Sie in deutscher Über...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Umweltplaner | Reason: possible_proper_noun | Context: Rohde Architekt und Umweltplaner aus Hannover Beide...
Sind | Reason: stop_word | Context: zu spielen Moderatorin Sind Placeboeffekte übertragbar Also...
Regeln | Reason: possible_proper_noun | Context: heute beschreiben welche Regeln für die Produktwerbung...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Normen | Reason: possible_proper_noun | Context: dass Regeln und Normen ständig überdacht werden...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Stadtbauprinzipien | Reason: possible_proper_noun | Context: viele der ordnenden Stadtbauprinzipien haben sich historisch...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
Sie | Reason: stop_word | Context: Autoren vor die Sie in deutscher Über...
Beispiel | Reason: possible_proper_noun | Context: mehr als abschreckendes Beispiel Moderator Klingt schon...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Europa | Reason: possible_proper_noun | Context: Wiesen zählen in Europa zu den artenreichsten...
Jahrhundert | Reason: possible_proper_noun | Context: ihrer Gründung im Jahrhundert zu rück und...
ein | Reason: stop_word | Context: Werkstatt der Reichtum ein teilen christlich das...
Städtewachstum | Reason: possible_proper_noun | Context: es ein extremes Städtewachstum Fabriken und Wohnungen...
Fabriken | Reason: possible_proper_noun | Context: ein extremes Städtewachstum Fabriken und Wohnungen wurden...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Wohnungen | Reason: possible_proper_noun | Context: Städtewachstum Fabriken und Wohnungen wurden direkt nebeneinander...
Die | Reason: stop_word | Context: Ausgabe unseres Podcasts Die Roman-Ecke Heute stellen...
Folge | Reason: possible_proper_noun | Context: Flüchtlingsbewegung en zur Folge haben partiell die...
Umweltverschmutzung | Reason: possible_proper_noun | Context: Folge waren dramatische Umweltverschmutzung un glaublich enge...
Wohnverhältnisse | Reason: possible_proper_noun | Context: un glaublich enge Wohnverhältnisse und eine mehr...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Hygienesituation | Reason: possible_proper_noun | Context: mehr als problematische Hygienesituation Moderator Und was...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Und | Reason: stop_word | Context: häusliche Gewalt ein Und damit sind wir...
hat | Reason: stop_word | Context: zustimmend Welche Gründe hat Ihrer Ansicht nach...
Praxis | Reason: possible_proper_noun | Context: Lesen Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt...
Spezialverlag | Reason: possible_proper_noun | Context: Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt Test...
DaF | Reason: possible_proper_noun | Context: Werkstatt Praxis Spezialverlag DaF Werkstatt Test Lesen...
Werkstatt | Reason: possible_proper_noun | Context: FaD galrevlaizepS sixarP Werkstatt Glossar Modul Lesen...
Transkriptionen | Reason: possible_proper_noun | Context: Liaropoulou Georgina Lymperopoulou Transkriptionen ohne Lösungen Praxis...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
Zeit | Reason: possible_proper_noun | Context: den antriebslosen Mädchen Zeit geben müssen Es...
Städte | Reason: possible_proper_noun | Context: respektiert wird Lebenswerte Städte sind solche in...
ein | Reason: stop_word | Context: Werkstatt der Reichtum ein teilen christlich das...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Normen | Reason: possible_proper_noun | Context: dass Regeln und Normen ständig überdacht werden...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Beispiel | Reason: possible_proper_noun | Context: mehr als abschreckendes Beispiel Moderator Klingt schon...
Mindestwohngrößen | Reason: possible_proper_noun | Context: die zum Beispiel Mindestwohngrößen betreffen Diese positiven...
Entwicklun | Reason: possible_proper_noun | Context: betreffen Diese positiven Entwicklun gen kann niemand...
kann | Reason: stop_word | Context: Sprenger Das Managen kann man lernen Das...
Ordnungsprinzipien | Reason: possible_proper_noun | Context: Doch manchmal laufen Ordnungsprinzipien in die falsche...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Richtung | Reason: possible_proper_noun | Context: das in dieselbe Richtung Herr Sprenger Es...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
Beispiel | Reason: possible_proper_noun | Context: mehr als abschreckendes Beispiel Moderator Klingt schon...
Weltkrieg | Reason: possible_proper_noun | Context: nach dem Zweiten Weltkrieg als dem motorisierten...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Verkehr | Reason: possible_proper_noun | Context: als dem motorisierten Verkehr in den Städten...
Raum | Reason: possible_proper_noun | Context: Mitarbeitern Zeit und Raum für ihre persönli...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Parkplätze | Reason: possible_proper_noun | Context: für Straßen und Parkplätze zugestanden wurde Moderator...
wurde | Reason: stop_word | Context: der bereits verfilmt wurde Hier wird die...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Kardinalfehler | Reason: possible_proper_noun | Context: neben diesem unübersehbaren Kardinalfehler noch andere Faktoren...
Faktoren | Reason: possible_proper_noun | Context: vor ganz wichtige Faktoren der Arbeitszufriedenheit Vie...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Wir | Reason: stop_word | Context: oder hören können Wir fangen hoch oben...
Durchschnitt | Reason: possible_proper_noun | Context: leben heute im Durchschnitt auf knapp Quadratmetern...
auf | Reason: stop_word | Context: betreffen in Bezug auf AKK der Tabakkonzern...
Quadratmetern | Reason: possible_proper_noun | Context: Durchschnitt auf knapp Quadratmetern Wohnfläche pro Person...
Person | Reason: possible_proper_noun | Context: die kontaktiert e Person wert schätzen der...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
unter | Reason: stop_word | Context: DAT ab laufen unter dem Strich inaktiv...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Klimakrise | Reason: possible_proper_noun | Context: darüber nachdenken Beispiel Klimakrise Herr Kühne Ich...
Eine | Reason: stop_word | Context: Arbeit im Mittelpunkt Eine sinnvolle Arbeitskul tur...
Senkung | Reason: possible_proper_noun | Context: Klimakrise Eine drastische Senkung des Wohnflächenverbrauchs auf...
auf | Reason: stop_word | Context: betreffen in Bezug auf AKK der Tabakkonzern...
Quadratmeter | Reason: possible_proper_noun | Context: des Wohnflächenverbrauchs auf Quadratmeter pro Person kann...
Person | Reason: possible_proper_noun | Context: die kontaktiert e Person wert schätzen der...
kann | Reason: stop_word | Context: Sprenger Das Managen kann man lernen Das...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
denn | Reason: stop_word | Context: Verlauf es sei denn aus kommen der...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
Wohndichte | Reason: possible_proper_noun | Context: denn eine höhere Wohndichte könnte wieder mehr...
Urbanität | Reason: possible_proper_noun | Context: könnte wieder mehr Urbanität möglich machen zum...
Beispiel | Reason: possible_proper_noun | Context: mehr als abschreckendes Beispiel Moderator Klingt schon...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
Ladenstruktur | Reason: possible_proper_noun | Context: durch eine kleinteiligere Ladenstruktur Aber wir werden...
Aber | Reason: stop_word | Context: und Gegenleistung Moderatorin Aber wie sieht es...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Architektur | Reason: possible_proper_noun | Context: Kunst Design und Architektur der Gegen wart...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Erscheinung | Reason: possible_proper_noun | Context: ich die äußere Erscheinung moderner Gebäude Stadtbewohnerinnen...
Gebäude | Reason: possible_proper_noun | Context: äußere Erscheinung moderner Gebäude Stadtbewohnerinnen und bewohner...
Stadtbewohnerinnen | Reason: possible_proper_noun | Context: Erscheinung moderner Gebäude Stadtbewohnerinnen und bewohner ab...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
Ich | Reason: stop_word | Context: können verheerend sein Ich habe Bekannte in...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
Ergebnis | Reason: possible_proper_noun | Context: ein valides zweifelsfreies Ergebnis liefern Doch der...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
wenn | Reason: stop_word | Context: machen Moderatorin Und wenn dabei über Verbesserungsmöglichkeiten...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Aspekte | Reason: possible_proper_noun | Context: sondern auch positive Aspekte zu berücksichti gen...
kann | Reason: stop_word | Context: Sprenger Das Managen kann man lernen Das...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
soll | Reason: stop_word | Context: konkret aussieht Wie soll man dann den...
ein | Reason: stop_word | Context: Werkstatt der Reichtum ein teilen christlich das...
Haus | Reason: possible_proper_noun | Context: Herr im eigenen Haus ist Moderator Und...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
Nachbarn | Reason: possible_proper_noun | Context: sich als zukünftigen Nachbarn wünscht Wurde eine...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Gebäude | Reason: possible_proper_noun | Context: äußere Erscheinung moderner Gebäude Stadtbewohnerinnen und bewohner...
Nachteile | Reason: possible_proper_noun | Context: das Gebäude möglicherweise Nachteile Da geht es...
Geschmack | Reason: possible_proper_noun | Context: um den persönlichen Geschmack sondern um inhaltliche...
sondern | Reason: stop_word | Context: Nähe ihrer Hütte sondern geht auch auf...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Sie | Reason: stop_word | Context: Autoren vor die Sie in deutscher Über...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
Der | Reason: stop_word | Context: zurück zum Ausgangspunkt Der Baum dient aber...
hat | Reason: stop_word | Context: zustimmend Welche Gründe hat Ihrer Ansicht nach...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Bedeutung | Reason: possible_proper_noun | Context: Cortisol-Spiegel ab federn Bedeutung bei messen DAT...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
Problemen | Reason: possible_proper_noun | Context: zwischenmenschlichen und strukturellen Problemen wie Mobbing Rassismus...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Zeit | Reason: possible_proper_noun | Context: den antriebslosen Mädchen Zeit geben müssen Es...
sie | Reason: stop_word | Context: egla wie man sie dreht und wendet...
denn | Reason: stop_word | Context: Verlauf es sei denn aus kommen der...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Arm | Reason: possible_proper_noun | Context: die Schere zwischen Arm und Reich die...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Jahren | Reason: possible_proper_noun | Context: in zwei drei Jahren noch Oder sitzt...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
Ursache | Reason: possible_proper_noun | Context: kleiner geworden ist Ursache für die Verschärfung...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
ein | Reason: stop_word | Context: Werkstatt der Reichtum ein teilen christlich das...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Und | Reason: stop_word | Context: häusliche Gewalt ein Und damit sind wir...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
Sie | Reason: stop_word | Context: Autoren vor die Sie in deutscher Über...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Ungleichheiten | Reason: possible_proper_noun | Context: sich aktiv solcher Ungleichheiten annimmt alle ihre...
Bewohnerinnen | Reason: possible_proper_noun | Context: annimmt alle ihre Bewohnerinnen und Bewohner im...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
hat | Reason: stop_word | Context: zustimmend Welche Gründe hat Ihrer Ansicht nach...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
Planungsauf | Reason: possible_proper_noun | Context: diesen Zustand als Planungsauf gabe versteht Konkret...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
ein | Reason: stop_word | Context: Werkstatt der Reichtum ein teilen christlich das...
Infrastrukturen | Reason: possible_proper_noun | Context: den Zugang zu Infrastrukturen Bildungsangeboten oder um...
Bildungsangeboten | Reason: possible_proper_noun | Context: Zugang zu Infrastrukturen Bildungsangeboten oder um komfortablen...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Eine | Reason: stop_word | Context: Arbeit im Mittelpunkt Eine sinnvolle Arbeitskul tur...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Menzel | Reason: possible_proper_noun | Context: Studio Frau Regine Menzel Dozentin für Städtebau...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Rohde | Reason: possible_proper_noun | Context: und Herr Max Rohde Architekt und Umweltplaner...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Hörerinnen | Reason: possible_proper_noun | Context: S HÖRTEXT Liebe Hörerinnen und Hörer willkommen...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Hörer | Reason: possible_proper_noun | Context: Liebe Hörerinnen und Hörer willkommen zur neuen...
auf | Reason: stop_word | Context: betreffen in Bezug auf AKK der Tabakkonzern...
Wiederhören | Reason: possible_proper_noun | Context: Sendung angelangt Auf Wiederhören bis zur nächsten...
Sendung | Reason: possible_proper_noun | Context: am Ende unserer Sendung angelangt Auf Wiederhören...
FaD | Reason: possible_proper_noun | Context: von Georgina Lymperopoulou FaD galrevlaizepS sixarP Werkstatt...
Werkstatt | Reason: possible_proper_noun | Context: FaD galrevlaizepS sixarP Werkstatt Glossar Modul Lesen...
Transkriptionen | Reason: possible_proper_noun | Context: Liaropoulou Georgina Lymperopoulou Transkriptionen ohne Lösungen Praxis...
Test | Reason: possible_proper_noun | Context: Spezialverlag DaF Werkstatt Test Lesen Teil S...
Teil | Reason: possible_proper_noun | Context: Werkstatt Test Lesen Teil S der Tabak...
HÖRTEXT | Reason: possible_proper_noun | Context: Test Teil S HÖRTEXT Liebe Hörerinnen und...
Damen | Reason: possible_proper_noun | Context: HÖRTEXT Sehr geehrte Damen und Herren willkommen...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Herren | Reason: possible_proper_noun | Context: geehrte Damen und Herren willkommen zu meinem...
Vortrag | Reason: possible_proper_noun | Context: willkommen zu meinem Vortrag Im Mittelpunkt meiner...
Ich | Reason: stop_word | Context: können verheerend sein Ich habe Bekannte in...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
unser | Reason: stop_word | Context: Mittelpunkt steht wie unser Universum entstand wie...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
Ein | Reason: stop_word | Context: Empfehlung für heute Ein perfekter Planet des...
Thema | Reason: possible_proper_noun | Context: ist immer wieder Thema Das Drama war...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
Die | Reason: stop_word | Context: Ausgabe unseres Podcasts Die Roman-Ecke Heute stellen...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
Stadien | Reason: possible_proper_noun | Context: Wimmer In allen Stadien der Erkrankung ist...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Informationen | Reason: possible_proper_noun | Context: begrenzt Je mehr Informationen man mit sich...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Bedarf | Reason: possible_proper_noun | Context: um den weltweiten Bedarf zu decken bspw...
